ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
014109.OF,20240328,20231231,603276.SH,3333.92,134.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,603273.SH,3376.66,178.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,603231.SH,3466.33,161.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,001239.SZ,3764.88,189.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,603075.SH,4242.42,182.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,001326.SZ,4815.36,99.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,001306.SZ,4823.04,64.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,603193.SH,5047.98,303.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,603107.SH,5311.48,292.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,603119.SH,5394.62,226.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,603270.SH,5768.1,195.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688450.SH,6082.14,167.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,001378.SZ,6410.35,205.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688648.SH,6493.29,303.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301515.SZ,6502.1,230.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301529.SZ,6894.16,182.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301505.SZ,6947.14,194.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,300804.SZ,6974.36,226.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301295.SZ,7135.85,215.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301555.SZ,7266.56,224.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,603062.SH,7284.06,126.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688429.SH,7331.74,346.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301533.SZ,7461.0,225.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301170.SZ,7607.5,250.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,603275.SH,7662.1,193.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688693.SH,7726.98,178.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688671.SH,7751.8,226.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688646.SH,7899.33,219.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688657.SH,7901.23,101.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301232.SZ,8000.85,165.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301548.SZ,8022.64,136.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301517.SZ,8082.65,185.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688651.SH,8196.9,178.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301489.SZ,8206.08,128.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688573.SH,8208.0,285.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688720.SH,8223.6,165.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301459.SZ,8286.72,208.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,688638.SH,8414.88,141.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301520.SZ,8438.4,160.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301568.SZ,8752.68,246.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301518.SZ,8858.85,385.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301519.SZ,8932.82,442.0,0.0,0.0,2024Q1,014109.OF
014109.OF,20240328,20231231,301469.SZ,9099.75,275.0,0.0,0.0,2024Q1,014109.OF
