ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
019821.OF,20241024,20240930,600482.SH,482200.0,20000.0,5.23,0.0,2024Q4,019821.OF
019821.OF,20241024,20240930,9988.HK,446386.05,4500.0,4.85,,2024Q4,019821.OF
019821.OF,20241024,20240930,0700.HK,441029.42,1100.0,4.79,,2024Q4,019821.OF
019821.OF,20241024,20240930,600312.SH,389670.0,18600.0,4.23,0.0,2024Q4,019821.OF
019821.OF,20241024,20240930,600150.SH,384284.0,9200.0,4.17,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,0135.HK,44356.25,6000.0,0.49,,2024Q4,019821.OF
019821.OF,20240829,20240630,605098.SH,46882.0,1100.0,0.52,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,600547.SH,49284.0,1800.0,0.55,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,688629.SH,57464.8,2180.0,0.64,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,300856.SZ,89628.0,2800.0,1.0,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,0189.HK,92983.84,12000.0,1.03,,2024Q4,019821.OF
019821.OF,20240829,20240630,1378.HK,97090.9,9000.0,1.08,,2024Q4,019821.OF
019821.OF,20240829,20240630,688332.SH,100813.91,1709.0,1.12,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,603477.SH,126280.0,4400.0,1.4,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,603507.SH,137844.0,4200.0,1.53,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,688099.SH,147706.8,2490.0,1.64,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,601838.SH,150381.0,9900.0,1.67,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,601985.SH,159900.0,15000.0,1.78,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,000425.SZ,160160.0,22400.0,1.78,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,2273.HK,164282.4,4800.0,1.83,,2024Q4,019821.OF
019821.OF,20240829,20240630,002384.SZ,169740.0,8200.0,1.89,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,300627.SZ,182085.0,6100.0,2.02,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,1071.HK,189946.96,44000.0,2.11,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,600026.SH,195125.0,12500.0,2.17,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,000338.SZ,199752.0,12300.0,2.22,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,600761.SH,201252.0,9300.0,2.24,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,600926.SH,203580.0,15600.0,2.26,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,0883.HK,204440.32,10000.0,2.27,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,603993.SH,209100.0,24600.0,2.32,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,600482.SH,237656.0,12200.0,2.64,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,600487.SH,242858.0,15400.0,2.7,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,002475.SZ,243722.0,6200.0,2.71,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,600256.SH,261300.0,39000.0,2.9,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,002714.SZ,261600.0,6000.0,2.91,0.0,2024Q4,019821.OF
019821.OF,20240829,20240630,0836.HK,262304.23,12000.0,2.91,,2024Q4,019821.OF
019821.OF,20240829,20240630,601899.SH,288148.0,16400.0,3.2,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,001965.SZ,317848.0,26800.0,3.53,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,300498.SZ,354778.0,17900.0,3.94,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,603556.SH,332493.0,7100.0,3.69,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,603606.SH,414885.0,8500.0,4.61,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,601567.SH,315000.0,9000.0,3.5,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,600900.SH,508992.0,17600.0,5.66,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,600522.SH,513540.0,32400.0,5.71,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,600150.SH,366390.0,9000.0,4.07,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,000680.SZ,377289.0,40700.0,4.19,0.0,2024Q4,019821.OF
019821.OF,20240718,20240630,000526.SZ,320320.0,5200.0,3.56,0.0,2024Q4,019821.OF
019821.OF,20240419,20240331,001965.SZ,444090.0,39300.0,6.0,0.0,2024Q4,019821.OF
019821.OF,20240419,20240331,603477.SH,277856.0,7600.0,3.75,0.0,2024Q4,019821.OF
019821.OF,20240419,20240331,603300.SH,273441.0,44900.0,3.69,0.0,2024Q4,019821.OF
019821.OF,20240419,20240331,002714.SZ,267530.0,6200.0,3.61,0.0,2024Q4,019821.OF
019821.OF,20240419,20240331,600027.SH,489144.0,71200.0,6.61,0.0,2024Q4,019821.OF
019821.OF,20240419,20240331,600961.SH,252280.0,21200.0,3.41,0.0,2024Q4,019821.OF
019821.OF,20240419,20240331,2273.HK,268773.94,6800.0,3.63,,2024Q4,019821.OF
019821.OF,20240419,20240331,600150.SH,440300.0,11900.0,5.95,0.0,2024Q4,019821.OF
019821.OF,20240419,20240331,000526.SZ,608200.0,10000.0,8.22,0.01,2024Q4,019821.OF
019821.OF,20240419,20240331,000404.SZ,300720.0,42000.0,4.06,0.01,2024Q4,019821.OF
